source_row,metadata_rows,local_file,processed_file,sha256,record_tai,record_utc,day,csv_date_unknown_scale,target_si,target_provenance,split,shape,dtype
1340,1340,data/processed/hmi.m_45s.2024.09.19_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.09.19_00_01_30_TAI.magnetogram_processed.npy,871a15d90fa59c75b0def2229d09492721d0922f0e21f39982d9c57ce29ceb91,2024-09-19T00:01:30,2024-09-19T00:00:53.000Z,2024-09-19,2024-09-19 00:00:32.800,1.9552052021026611,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1341,1341;1342,data/processed/hmi.m_45s.2024.09.20_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.09.20_00_01_30_TAI.magnetogram_processed.npy,ff7a307d6199c6f620fef720ef87de81812c8813d7850dff203a1c5660103c30,2024-09-20T00:01:30,2024-09-20T00:00:53.000Z,2024-09-20,2024-09-20 00:00:32.600,1.9992470741271973,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1343,1343,data/processed/hmi.m_45s.2024.09.25_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.09.25_00_01_30_TAI.magnetogram_processed.npy,55fedade660de7945a13b35da6c89f6898d6fbb83e936863c23764dfc68f9a1c,2024-09-25T00:01:30,2024-09-25T00:00:53.000Z,2024-09-25,2024-09-25 00:00:31.900,1.9404411315917969,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1344,1344,data/processed/hmi.m_45s.2024.09.26_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.09.26_00_01_30_TAI.magnetogram_processed.npy,e438ba417389b6d8de5efc1835860a1660b2c2c5a0b03d67e38fde22b7ce5b09,2024-09-26T00:01:30,2024-09-26T00:00:53.000Z,2024-09-26,2024-09-26 00:00:31.800,1.9665002822875977,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1345,1345;1346,data/processed/hmi.m_45s.2024.09.29_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.09.29_00_01_30_TAI.magnetogram_processed.npy,5de2af6766b48a0a6beb6500d9682416cfa05da1aa504b3d1c8021557d7bc69c,2024-09-29T00:01:30,2024-09-29T00:00:53.000Z,2024-09-29,2024-09-29 00:00:31.400,2.193981409072876,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1347,1347;1348;1349;1350,data/processed/hmi.m_45s.2024.10.03_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.10.03_00_01_30_TAI.magnetogram_processed.npy,b89edd4658b54f29979c93b4f4b8b5103eaf209596fe329c42bdd84676fcc8f6,2024-10-03T00:01:30,2024-10-03T00:00:53.000Z,2024-10-03,2024-10-03 00:00:30.800,2.502763271331787,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
1351,1351,data/processed/hmi.m_45s.2024.10.06_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.10.06_00_01_30_TAI.magnetogram_processed.npy,5e30f3b8b21ad44ebf045518c9cdf870fe75f41fd1d9bc1c080819d2bfcb6047,2024-10-06T00:01:30,2024-10-06T00:00:53.000Z,2024-10-06,2024-10-06 00:00:30.400,2.4376094341278076,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1352,1352,data/processed/hmi.m_45s.2024.10.07_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.10.07_00_01_30_TAI.magnetogram_processed.npy,20ee1c98cedd3eafe5d631f6aa7d91e5ac3f9c5ce9db579009803eb7b57afa78,2024-10-07T00:01:30,2024-10-07T00:00:53.000Z,2024-10-07,2024-10-07 00:00:30.200,2.3447811603546143,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
1353,1353,data/processed/hmi.m_45s.2024.10.09_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.10.09_00_01_30_TAI.magnetogram_processed.npy,ddb7e9b024555af11e8d069326394ff6a56d8213f8a7f7e7270e5c9c9dd73321,2024-10-09T00:01:30,2024-10-09T00:00:53.000Z,2024-10-09,2024-10-09 00:00:29.900,2.2561252117156982,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1354,1354,data/processed/hmi.m_45s.2024.10.10_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.10.10_00_01_30_TAI.magnetogram_processed.npy,e4588c2a9e0cc58ced7e051dbbd9abc789185f878192f256e70bf7696af06b61,2024-10-10T00:01:30,2024-10-10T00:00:53.000Z,2024-10-10,2024-10-10 00:00:29.800,2.295726537704468,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1355,1355,data/processed/hmi.m_45s.2024.10.13_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.10.13_00_01_30_TAI.magnetogram_processed.npy,a2d14e29e1b0002658334cdb7007b664b534fd5453494bbacaf340e28149edfa,2024-10-13T00:01:30,2024-10-13T00:00:53.000Z,2024-10-13,2024-10-13 00:00:29.400,2.1861672401428223,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1356,1356,data/processed/hmi.m_45s.2024.10.14_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.10.14_00_01_30_TAI.magnetogram_processed.npy,b65eb054dc0b299c2d07b9413ba7318d4d1531a4e845a815ce52112baed777c6,2024-10-14T00:01:30,2024-10-14T00:00:53.000Z,2024-10-14,2024-10-14 00:00:29.200,2.091151475906372,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1357,1357;1358,data/processed/hmi.m_45s.2024.10.17_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.10.17_00_01_30_TAI.magnetogram_processed.npy,1233353662f381114ddd0eb6e5a30215b9f7e7a6b7ee37291a9a93c015a9e9f3,2024-10-17T00:01:30,2024-10-17T00:00:53.000Z,2024-10-17,2024-10-17 00:00:28.800,1.9507527351379397,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1359,1359,data/processed/hmi.m_45s.2024.10.19_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.10.19_00_01_30_TAI.magnetogram_processed.npy,3e725258da11193b363be8e2064ad1711d1d5b77a46c3a2037504ae35b82673b,2024-10-19T00:01:30,2024-10-19T00:00:53.000Z,2024-10-19,2024-10-19 00:00:28.500,1.850372552871704,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1360,1360,data/processed/hmi.m_45s.2024.10.21_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.10.21_00_01_30_TAI.magnetogram_processed.npy,f40aeb4fb1c632ef85f0ada5ad2a9f60851c598ce4122200ad1ea7c56503ebc0,2024-10-21T00:01:30,2024-10-21T00:00:53.000Z,2024-10-21,2024-10-21 00:00:28.200,1.8177390098571775,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1361,1361,data/processed/hmi.m_45s.2024.10.22_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.10.22_00_01_30_TAI.magnetogram_processed.npy,714f51c16d99e7c3dbc7a847f0c75529c4c77cd8553de4654114106af783c461,2024-10-22T00:01:30,2024-10-22T00:00:53.000Z,2024-10-22,2024-10-22 00:00:28.100,1.829308271408081,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
1362,1362,data/processed/hmi.m_45s.2024.10.23_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.10.23_00_01_30_TAI.magnetogram_processed.npy,387d04c55c15260066a8cea6dfa0c81526c3e7c2872057207fd1c1df1d187ecc,2024-10-23T00:01:30,2024-10-23T00:00:53.000Z,2024-10-23,2024-10-23 00:00:27.900,1.873779296875,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
1363,1363;1364,data/processed/hmi.m_45s.2024.10.24_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.10.24_00_01_30_TAI.magnetogram_processed.npy,84a6b92b028f511842e6b5ef64fa8b1b33d335e6738278cce019b6028cce5355,2024-10-24T00:01:30,2024-10-24T00:00:53.000Z,2024-10-24,2024-10-24 00:00:27.800,1.9693613052368164,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1365,1365,data/processed/hmi.m_45s.2024.10.25_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.10.25_00_01_30_TAI.magnetogram_processed.npy,6743d6a4a9749c62b8e8439ece576c7d8efc64ed1d0662778ad6ebc2bcb9f75f,2024-10-25T00:01:30,2024-10-25T00:00:53.000Z,2024-10-25,2024-10-25 00:00:27.700,2.089601755142212,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1366,1366,data/processed/hmi.m_45s.2024.10.26_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.10.26_00_01_30_TAI.magnetogram_processed.npy,6e1adf2bb3375b5c9a05b3d258426a2b66499fcd24ec0fdccec322123e98ab95,2024-10-26T00:01:30,2024-10-26T00:00:53.000Z,2024-10-26,2024-10-26 00:00:27.500,2.2643208503723145,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1367,1367,data/processed/hmi.m_45s.2024.10.30_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.10.30_00_01_30_TAI.magnetogram_processed.npy,c0868e63a4adfda71283063f27ae02fbe410c2c452983e632136e66b63065af2,2024-10-30T00:01:30,2024-10-30T00:00:53.000Z,2024-10-30,2024-10-30 00:00:27.000,2.5921761989593506,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1368,1368,data/processed/hmi.m_45s.2024.10.31_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.10.31_00_01_30_TAI.magnetogram_processed.npy,ab7820897da9056d901c6f34fdac8125621d1896cbb9f66c6cc639e7442dc62c,2024-10-31T00:01:30,2024-10-31T00:00:53.000Z,2024-10-31,2024-10-31 00:00:26.900,2.5746941566467285,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1369,1369,data/processed/hmi.m_45s.2024.11.01_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.11.01_00_01_30_TAI.magnetogram_processed.npy,0226e059411e41954a2a9fee1f5a6ce99a2ee686ded5148c93ba8c132e522eb3,2024-11-01T00:01:30,2024-11-01T00:00:53.000Z,2024-11-01,2024-11-01 00:00:26.800,2.49064564704895,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1370,1370,data/processed/hmi.m_45s.2024.11.06_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.11.06_00_01_30_TAI.magnetogram_processed.npy,7f1d4f37218b6897a9fc696b2492630d0971509bf36a9b11843f39862f158848,2024-11-06T00:01:30,2024-11-06T00:00:53.000Z,2024-11-06,2024-11-06 00:00:26.100,2.3370087146759033,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
1371,1371;1372,data/processed/hmi.m_45s.2024.11.08_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.11.08_00_01_30_TAI.magnetogram_processed.npy,0385bfda680e7bf01591f7df30570c95788388903ab62b8490b163d5cfa5e34e,2024-11-08T00:01:30,2024-11-08T00:00:53.000Z,2024-11-08,2024-11-08 00:00:25.900,2.346181869506836,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1373,1373;1374;1375,data/processed/hmi.m_45s.2024.11.10_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.11.10_00_01_30_TAI.magnetogram_processed.npy,deaf396fd02a7d9822bd5b71afd449c5d4303e11b724c0e08a27674978c92e0d,2024-11-10T00:01:30,2024-11-10T00:00:53.000Z,2024-11-10,2024-11-10 00:00:25.600,2.268451452255249,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1376,1376,data/processed/hmi.m_45s.2024.11.11_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.11.11_00_01_30_TAI.magnetogram_processed.npy,fe743d244adf50bcbc60c6d916b2ba35ea748bab767d18c4240520898b8cb129,2024-11-11T00:01:30,2024-11-11T00:00:53.000Z,2024-11-11,2024-11-11 00:00:25.500,2.206796407699585,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
1377,1377;1378;1379,data/processed/hmi.m_45s.2024.11.19_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.11.19_00_01_30_TAI.magnetogram_processed.npy,b2892e75144c204ec18624535f98b648e7e039f403a892e0b42809cb3434576c,2024-11-19T00:01:30,2024-11-19T00:00:53.000Z,2024-11-19,2024-11-19 00:00:24.600,1.714479923248291,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1380,1380,data/processed/hmi.m_45s.2024.11.20_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.11.20_00_01_30_TAI.magnetogram_processed.npy,847b295f4b6ff0c8485754dcd3fede469077d2bf30f5a13077458b4920b65b86,2024-11-20T00:01:30,2024-11-20T00:00:53.000Z,2024-11-20,2024-11-20 00:00:24.500,1.7926037311553955,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1381,1381;1382,data/processed/hmi.m_45s.2024.11.22_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.11.22_00_01_30_TAI.magnetogram_processed.npy,400e158fb13de34b4cd54b8372149ab4e7165378711ec0406bf643b5738b2744,2024-11-22T00:01:30,2024-11-22T00:00:53.000Z,2024-11-22,2024-11-22 00:00:24.300,1.971501111984253,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
1383,1383;1384,data/processed/hmi.m_45s.2024.11.25_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.11.25_00_01_30_TAI.magnetogram_processed.npy,5343e819f9e6b381409486b4d32d715333131dc27468b345393b9e51389c02b6,2024-11-25T00:01:30,2024-11-25T00:00:53.000Z,2024-11-25,2024-11-25 00:00:24.000,2.2053539752960205,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
1385,1385;1386,data/processed/hmi.m_45s.2024.11.26_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.11.26_00_01_30_TAI.magnetogram_processed.npy,03d51d3c807f1477ad0aa80875998bce313ddaa0a50ed638d450a3f7105fbc52,2024-11-26T00:01:30,2024-11-26T00:00:53.000Z,2024-11-26,2024-11-26 00:00:23.900,2.23846435546875,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
1387,1387,data/processed/hmi.m_45s.2024.11.28_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.11.28_00_01_30_TAI.magnetogram_processed.npy,ed7bcf7b710ce4cd8c09ee53773e8ea1eed9c4236006812b20aa6bdbc57887e2,2024-11-28T00:01:30,2024-11-28T00:00:53.000Z,2024-11-28,2024-11-28 00:00:23.800,2.263462543487549,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1388,1388,data/processed/hmi.m_45s.2024.11.29_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.11.29_00_01_30_TAI.magnetogram_processed.npy,705486faa7c2cc1686a8e0c3ba82f26fd97a6ff2760ab8132998419340197f16,2024-11-29T00:01:30,2024-11-29T00:00:53.000Z,2024-11-29,2024-11-29 00:00:23.700,2.262359857559204,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1389,1389;1390,data/processed/hmi.m_45s.2024.11.30_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.11.30_00_01_30_TAI.magnetogram_processed.npy,063038d596f9e4e3940454750c84c1ab3b35b205d236c11a5d9d44ec2e65524b,2024-11-30T00:01:30,2024-11-30T00:00:53.000Z,2024-11-30,2024-11-30 00:00:23.600,2.238970994949341,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1391,1391,data/processed/hmi.m_45s.2024.12.01_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.12.01_00_01_30_TAI.magnetogram_processed.npy,ce89482ad8cbffa12deecde5f9161d451599cd117ca6fa76676c23537bfa8346,2024-12-01T00:01:30,2024-12-01T00:00:53.000Z,2024-12-01,2024-12-01 00:00:23.500,2.2022485733032227,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1392,1392,data/processed/hmi.m_45s.2024.12.02_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.12.02_00_01_30_TAI.magnetogram_processed.npy,30e58708a05937f2af8ee24b6c3d48f82ce2976f64b13c9e96de1425e5cb48fc,2024-12-02T00:01:30,2024-12-02T00:00:53.000Z,2024-12-02,2024-12-02 00:00:23.400,2.152174711227417,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1393,1393,data/processed/hmi.m_45s.2024.12.03_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.12.03_00_01_30_TAI.magnetogram_processed.npy,2654cccd177b6d5ba818ff4d47f3c25feebc33d32c85c5579ca9adf04fd40faf,2024-12-03T00:01:30,2024-12-03T00:00:53.000Z,2024-12-03,2024-12-03 00:00:23.400,2.100616693496704,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1394,1394;1395,data/processed/hmi.m_45s.2024.12.04_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.12.04_00_01_30_TAI.magnetogram_processed.npy,849949c965f3ef1eb1f3c7af2c4ba459017a4e999cac1230ebf259292d679d3f,2024-12-04T00:01:30,2024-12-04T00:00:53.000Z,2024-12-04,2024-12-04 00:00:23.300,2.058035135269165,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
1396,1396,data/processed/hmi.m_45s.2024.12.05_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.12.05_00_01_30_TAI.magnetogram_processed.npy,b5bf03b07ddeffcdc8213ac5dcef532d4412ac8e4b64207163a53a9d4f83be11,2024-12-05T00:01:30,2024-12-05T00:00:53.000Z,2024-12-05,2024-12-05 00:00:23.200,2.0374178886413574,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1397,1397;1398,data/processed/hmi.m_45s.2024.12.06_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.12.06_00_01_30_TAI.magnetogram_processed.npy,307b4036a14447f751a78620c28fa8036da1d6722fe57e54f7db1fda44dbb07a,2024-12-06T00:01:30,2024-12-06T00:00:53.000Z,2024-12-06,2024-12-06 00:00:23.100,2.0283281803131104,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1399,1399,data/processed/hmi.m_45s.2024.12.08_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.12.08_00_01_30_TAI.magnetogram_processed.npy,4d36e3b39f040bead073c2ae5c7265ac84ef775beb22a6d6e17c32d2af0af2fe,2024-12-08T00:01:30,2024-12-08T00:00:53.000Z,2024-12-08,2024-12-08 00:00:23.000,2.114224433898926,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1400,1400;1401;1402,data/processed/hmi.m_45s.2024.12.12_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.12.12_00_01_30_TAI.magnetogram_processed.npy,85d8154a299695d611fdf34772632b16be17388e840393e14c195f5162c47dd7,2024-12-12T00:01:30,2024-12-12T00:00:53.000Z,2024-12-12,2024-12-12 00:00:22.700,2.072572708129883,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
1403,1403;1404,data/processed/hmi.m_45s.2024.12.14_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.12.14_00_01_30_TAI.magnetogram_processed.npy,c4a2dbe2cbb6509428e283f75dbeb90ab6a218d97c8dd6811ed827ea5ef407a4,2024-12-14T00:01:30,2024-12-14T00:00:53.000Z,2024-12-14,2024-12-14 00:00:22.600,2.029299736022949,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1405,1405,data/processed/hmi.m_45s.2024.12.16_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.12.16_00_01_30_TAI.magnetogram_processed.npy,dd6a703ad4f8e46523f2cb4446e8bbe979dc8749498d4043fc4c194932c57dad,2024-12-16T00:01:30,2024-12-16T00:00:53.000Z,2024-12-16,2024-12-16 00:00:22.500,2.007085084915161,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1406,1406,data/processed/hmi.m_45s.2024.12.17_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.12.17_00_01_30_TAI.magnetogram_processed.npy,c9fef366cc0d492b16bf225d9996bb22adf4c2001b378121361b5fcd21aac00c,2024-12-17T00:01:30,2024-12-17T00:00:53.000Z,2024-12-17,2024-12-17 00:00:22.500,2.0035266876220703,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1407,1407,data/processed/hmi.m_45s.2024.12.18_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.12.18_00_01_30_TAI.magnetogram_processed.npy,a3b6258b1da180300cc93268cbfaf2c7624866f20273a84d5ae36944beefcad0,2024-12-18T00:01:30,2024-12-18T00:00:53.000Z,2024-12-18,2024-12-18 00:00:22.400,2.0063817501068115,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1408,1408,data/processed/hmi.m_45s.2024.12.19_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.12.19_00_01_30_TAI.magnetogram_processed.npy,d2f6894f4a2852c6200a0ab5d4e65298251cafedc0b658b1f2733cd5778530e0,2024-12-19T00:01:30,2024-12-19T00:00:53.000Z,2024-12-19,2024-12-19 00:00:22.400,1.9967138767242432,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1409,1409,data/processed/hmi.m_45s.2024.12.22_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.12.22_00_01_30_TAI.magnetogram_processed.npy,90258b3c1d616b361c1beb2486c96238963d7fca87d17e8124b11e4d316f9e5f,2024-12-22T00:01:30,2024-12-22T00:00:53.000Z,2024-12-22,2024-12-22 00:00:22.300,2.2361695766448975,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
1410,1410,data/processed/hmi.m_45s.2024.12.24_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.12.24_00_01_30_TAI.magnetogram_processed.npy,24c94a73b8c894622522e35f43a6225785fa7a59464603c818557e129c3f5d51,2024-12-24T00:01:30,2024-12-24T00:00:53.000Z,2024-12-24,2024-12-24 00:00:22.300,2.5049924850463867,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
1411,1411,data/processed/hmi.m_45s.2024.12.25_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.12.25_00_01_30_TAI.magnetogram_processed.npy,cc9fcf6fba03a49b2c1f211c58f2c2daa3a8e59067d5c3844ca479dec3a5f17e,2024-12-25T00:01:30,2024-12-25T00:00:53.000Z,2024-12-25,2024-12-25 00:00:22.200,2.6485443115234375,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1412,1412,data/processed/hmi.m_45s.2024.12.26_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.12.26_00_01_30_TAI.magnetogram_processed.npy,22a67d7d82463eebf4e3b38f7d5408ea49840f79d79ff5b97161c8fe5385d252,2024-12-26T00:01:30,2024-12-26T00:00:53.000Z,2024-12-26,2024-12-26 00:00:22.200,2.662372589111328,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1413,1413;1414,data/processed/hmi.m_45s.2024.12.27_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2024.12.27_00_01_30_TAI.magnetogram_processed.npy,30792defeb5413f5c8939c027aa6f937239ba630e348529d6a69fec72a419308,2024-12-27T00:01:30,2024-12-27T00:00:53.000Z,2024-12-27,2024-12-27 00:00:22.200,2.679353952407837,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1415,1415,data/processed/hmi.m_45s.2025.01.01_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2025.01.01_00_01_30_TAI.magnetogram_processed.npy,53ddd42b634a1d9ab589763ac4e7e21a3e4d6cbd60989c42944e4f1d43e0e2e9,2025-01-01T00:01:30,2025-01-01T00:00:53.000Z,2025-01-01,2025-01-01 00:00:22.100,2.2636592388153076,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1416,1416;1417,data/processed/hmi.m_45s.2025.01.02_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2025.01.02_00_01_30_TAI.magnetogram_processed.npy,79df492880733b9ac5343742e69eae947923a6345795a6ca6da7da91ef99e5cf,2025-01-02T00:01:30,2025-01-02T00:00:53.000Z,2025-01-02,2025-01-02 00:00:22.100,2.2885918617248535,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
1418,1418,data/processed/hmi.m_45s.2025.01.04_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2025.01.04_00_01_30_TAI.magnetogram_processed.npy,b0a46cd705a264d88c55667e50b0e3fd28038f74c704e0e0a7f57110da551110,2025-01-04T00:01:30,2025-01-04T00:00:53.000Z,2025-01-04,2025-01-04 00:00:22.100,2.3087263107299805,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1419,1419,data/processed/hmi.m_45s.2025.01.05_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2025.01.05_00_01_30_TAI.magnetogram_processed.npy,1bec5c5096057a50c49d7d66e1f89a57f4a1e55e98e2c299f1a3aceb4e57e31b,2025-01-05T00:01:30,2025-01-05T00:00:53.000Z,2025-01-05,2025-01-05 00:00:22.100,2.3257791996002197,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
1420,1420;1421,data/processed/hmi.m_45s.2025.01.06_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2025.01.06_00_01_30_TAI.magnetogram_processed.npy,8cf8ba17b8eb3f48a8cd38c2ce2e56d1160761b7867a661d43e7e43ee2f37abe,2025-01-06T00:01:30,2025-01-06T00:00:53.000Z,2025-01-06,2025-01-06 00:00:22.100,2.3192942142486572,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
